Record_ID,Mission_Name,Mission_Type,Lead_Country,Lead_ISO_Code,Lead_Country_Region,Operation_Location,Operation_Region,Threat_Level,Command_HQ,Operation_Start_Year,Operation_End_Year,Duration_Years,Mission_Phase,Troops_Deployed,Air_Assets_Deployed,Naval_Assets_Deployed,Casualties,Casualties_Rate_Pct,Mission_Cost_M_USD,Cost_Per_Soldier_USD,Contributing_Countries_Count,NATO_Led,UN_Mandate,Mission_Outcome,Mission_Status,Classification,Media_Coverage,Public_Support_Pct,After_Action_Report
1263,Operation Cold Response 01263,Peacekeeping,Slovakia,SVK,Central Europe,Mediterranean Sea,Europe,Low,JFC Brunssum,2017,2021,4,Execution,71861,18,8,608,0.846,641.88,8932.24,10,Yes,No,Inconclusive,Planned,NATO Restricted,Medium,24.6,Pending
1264,Operation Resolute Support 01264,Intelligence Gathering,Slovenia,SVN,Southern Europe,Syria,Middle East,High,SHAPE Belgium,2020,2024,4,Execution,28294,142,31,168,0.594,3715.08,131302.75,32,Joint UN-NATO,Yes,Partially Successful,Suspended,Unclassified,Minimal,70.8,Pending
1265,Operation Freedom Sentinel 01265,Maritime Security,Finland,FIN,Northern Europe,Adriatic Sea,Europe,Low,STRIKFORNATO,1959,1977,18,Completed,12980,73,25,110,0.847,8150.97,627963.79,32,Joint UN-NATO,Yes,Mission Accomplished,Transitioned,Unclassified,Minimal,23.9,N/A
1266,Operation Mountain Shield 01266,Air Policing,Latvia,LVA,Northern Europe,Afghanistan,Asia,High,JFC Naples,1970,1976,6,Execution,23669,1,8,539,2.277,1746.02,73768.22,22,Yes,Yes,Withdrawn,Planned,NATO Confidential,High,53.0,Published
1267,Operation Loyal Leda 01267,Air Policing,Germany,DEU,Western Europe,Somalia,Africa,Medium,SHAPE Belgium,1991,2006,15,Drawdown,11912,131,22,224,1.88,5437.29,456454.84,4,No,Yes,Mission Accomplished,Planned,NATO Secret,Medium,29.4,Classified
1268,Operation Vigilant Skies 01268,Peacekeeping,Estonia,EST,Northern Europe,Aegean Sea,Europe,Low,STRIKFORNATO,1986,2005,19,Execution,68582,115,33,1859,2.711,453.29,6609.46,8,No,No,Transitioned to UN,Planned,NATO Secret,Minimal,68.8,Published
1269,Operation Viking 01269,Logistics Support,Iceland,ISL,Northern Europe,Iraq,Middle East,High,ACO Mons,1961,1981,20,Transition,22629,47,11,632,2.793,7258.61,320765.83,8,No,No,Inconclusive,Completed,Unclassified,High,45.4,N/A
1270,Operation Silver Lance 01270,Humanitarian Aid,Romania,ROU,Eastern Europe,Syria,Middle East,High,SHAPE Belgium,2000,2007,7,Planning,50458,132,33,1090,2.16,8362.65,165734.87,15,Yes,No,Completed,Suspended,NATO Restricted,High,90.4,Pending
1271,Operation Allied Shield 01271,Reconnaissance,Iceland,ISL,Northern Europe,Aegean Sea,Europe,Low,MARCOM,1965,1979,14,Completed,52009,38,43,813,1.563,703.7,13530.35,15,Joint UN-NATO,No,Ongoing,Active,NATO Restricted,Minimal,21.7,Published
1272,Operation Steadfast Defender 01272,Logistics Support,Lithuania,LTU,Northern Europe,Bosnia,Europe,Low,STRIKFORNATO,1992,2010,18,Transition,27737,109,0,191,0.689,11472.01,413599.52,26,No,Yes,Partially Successful,Active,NATO Restricted,High,83.9,N/A
1273,Operation Arctic Fox 01273,Cyber Defense,Finland,FIN,Northern Europe,Ukraine Border,Europe,High,JFC Brunssum,1967,1984,17,Completed,59921,91,14,1426,2.38,655.97,10947.25,11,Joint UN-NATO,Yes,Withdrawn,Transitioned,NATO Confidential,High,30.0,Pending
1274,Operation Arctic Fox 01274,Special Operations,Portugal,PRT,Western Europe,Adriatic Sea,Europe,Low,SHAPE Belgium,2014,2024,10,Transition,25257,88,6,617,2.443,11596.15,459126.18,6,Joint UN-NATO,No,Transitioned to UN,Suspended,Unclassified,Minimal,32.2,Pending
1275,Operation Ocean Shield 01275,Reconnaissance,Portugal,PRT,Western Europe,Libya,Africa,High,MARCOM,1990,1998,8,Deployment,36792,43,13,709,1.927,2436.24,66216.57,13,Yes,No,Transitioned to UN,On Hold,Unclassified,High,86.1,Published
1276,Operation Southern Watch 01276,Reconnaissance,Türkiye,TUR,Southern Europe,Syria,Middle East,High,STRIKFORNATO,2021,2024,3,Planning,24265,63,50,175,0.721,10969.34,452064.29,25,Yes,Yes,Withdrawn,Active,NATO Secret,Medium,56.6,Classified
1277,Operation Dawn Patrol 01277,Disaster Relief,Poland,POL,Central Europe,Iraq,Middle East,High,MARCOM,2001,2012,11,Drawdown,36376,1,14,731,2.01,8299.55,228160.05,15,No,Yes,Mission Accomplished,Active,NATO Secret,Low,24.6,N/A
1278,Operation Baltic Eagle 01278,Disaster Relief,Albania,ALB,Southern Europe,Horn of Africa,Africa,Medium,JFC Brunssum,2010,2024,14,Execution,34857,12,12,1191,3.417,1156.71,33184.44,2,Joint UN-NATO,No,Transitioned to UN,Active,NATO Secret,High,32.7,N/A
1279,Operation Dynamic Front 01279,Ballistic Missile Defense,Belgium,BEL,Western Europe,Aegean Sea,Europe,Low,LANDCOM,2021,2024,3,Deployment,19784,118,7,722,3.649,5225.73,264139.2,24,Joint UN-NATO,Yes,Completed,Active,NATO Secret,Minimal,26.9,Published
1280,Operation Cold Response 01280,CBRN Response,Poland,POL,Central Europe,Libya,Africa,High,LANDCOM,1960,1967,7,Completed,28607,23,34,298,1.042,5182.07,181146.92,3,Yes,No,Completed,Concluded,NATO Secret,Medium,54.7,Pending
1281,Operation Cold Response 01281,Combat,Slovakia,SVK,Central Europe,Eastern Europe,Europe,Medium,STRIKFORNATO,1955,1957,2,Planning,23444,38,43,104,0.444,7476.73,318918.7,31,No,No,Withdrawn,Planned,NATO Secret,Minimal,82.3,Classified
1282,Operation Swift Response 01282,Search and Rescue,Latvia,LVA,Northern Europe,Adriatic Sea,Europe,Low,STRIKFORNATO,1965,1972,7,Completed,10744,138,45,229,2.131,11713.03,1090192.67,10,Joint UN-NATO,No,Withdrawn,Completed,NATO Confidential,Medium,78.4,Classified
1283,Operation Arctic Patrol 01283,Logistics Support,Portugal,PRT,Western Europe,Horn of Africa,Africa,Medium,LANDCOM,1988,2005,17,Deployment,68577,120,19,100,0.146,9533.93,139025.18,4,Joint UN-NATO,Yes,Transitioned to UN,On Hold,NATO Secret,Low,55.1,Classified
1284,Operation Aurora Borealis 01284,Intelligence Gathering,Poland,POL,Central Europe,Adriatic Sea,Europe,Low,MARCOM,1997,2007,10,Completed,60813,186,27,632,1.039,4255.61,69978.62,9,Joint UN-NATO,No,Suspended,Concluded,Unclassified,Low,91.1,Classified
1285,Operation Noble Jump 01285,Maritime Security,Finland,FIN,Northern Europe,North Sea,Europe,Low,AIRCOM,1989,1993,4,Transition,55042,161,1,501,0.91,10403.82,189016.02,24,Yes,Yes,Ongoing,Transitioned,NATO Restricted,Low,22.5,Pending
1286,Operation Iron Resolve 01286,Maritime Security,Bulgaria,BGR,Eastern Europe,Arctic Region,Arctic,Medium,MARCOM,2012,2014,2,Completed,51304,81,10,1904,3.711,1039.44,20260.41,4,Joint UN-NATO,No,Ongoing,Completed,NATO Secret,High,21.1,N/A
1287,Operation Dynamic Front 01287,Ballistic Missile Defense,Hungary,HUN,Central Europe,Libya,Africa,High,JFC Brunssum,1971,1991,20,Completed,10458,28,49,48,0.459,10115.4,967240.39,28,No,No,Successful,Suspended,NATO Restricted,Minimal,36.9,Pending
1288,Operation Polar Bear 01288,Ballistic Missile Defense,Poland,POL,Central Europe,Ukraine Border,Europe,High,MARCOM,2019,2024,5,Transition,70020,172,3,2390,3.413,11102.03,158555.13,7,Yes,No,Suspended,On Hold,NATO Confidential,High,85.8,Published
1289,Operation Aegis Guard 01289,Air Policing,Bulgaria,BGR,Eastern Europe,Lebanon,Middle East,Medium,LANDCOM,2010,2018,8,Completed,27250,138,20,709,2.602,7127.97,261576.88,20,No,Yes,Ongoing,On Hold,NATO Restricted,Low,79.3,N/A
1290,Operation Neptune Strike 01290,Ballistic Missile Defense,France,FRA,Western Europe,North Atlantic,Atlantic,Low,SHAPE Belgium,2019,2024,5,Completed,34222,69,8,185,0.541,10081.04,294577.76,24,No,Yes,Successful,Completed,NATO Confidential,Minimal,36.0,Published
1291,Operation Hammer Force 01291,Combat,United Kingdom,GBR,Western Europe,Barents Sea,Arctic,Medium,JFC Brunssum,1993,2009,16,Deployment,50060,52,42,1318,2.633,3334.89,66617.86,21,Joint UN-NATO,Yes,Completed,Completed,NATO Secret,Low,31.7,Classified
1292,Operation Trident Juncture 01292,Search and Rescue,Latvia,LVA,Northern Europe,Adriatic Sea,Europe,Low,AIRCOM,1960,1962,2,Transition,40760,138,3,1175,2.883,9160.37,224739.21,19,No,No,Successful,Concluded,NATO Restricted,Minimal,30.0,Classified
1293,Operation Aegis Guard 01293,Naval Patrol,Estonia,EST,Northern Europe,Caucasus Region,Asia,High,AIRCOM,1996,2016,20,Deployment,22780,69,37,752,3.301,6748.25,296235.73,7,Joint UN-NATO,Yes,Suspended,On Hold,NATO Secret,Minimal,26.9,Published
1294,Operation Arctic Fox 01294,Disaster Relief,Montenegro,MNE,Southern Europe,Syria,Middle East,High,JFC Naples,1960,1968,8,Completed,28414,173,4,65,0.229,6174.76,217314.0,13,Yes,Yes,Successful,Completed,Unclassified,Low,59.7,Published
1295,Operation Arctic Patrol 01295,Intelligence Gathering,Lithuania,LTU,Northern Europe,Indian Ocean,Asia,Low,AIRCOM,1977,1987,10,Planning,18045,17,21,257,1.424,6906.88,382758.66,10,Yes,No,Withdrawn,On Hold,NATO Secret,Minimal,34.2,Published
1296,Operation Silver Lance 01296,Maritime Security,Türkiye,TUR,Southern Europe,Lebanon,Middle East,Medium,JFC Naples,1992,2006,14,Deployment,41156,144,4,1385,3.365,5026.94,122143.55,28,Joint UN-NATO,No,Successful,Suspended,Unclassified,High,30.4,Classified
1297,Operation Adriatic Strike 01297,Humanitarian Aid,United States,USA,North America,Adriatic Sea,Europe,Low,ACO Mons,1994,1995,1,Transition,19935,117,12,521,2.613,6677.89,334983.2,23,Yes,No,Withdrawn,Suspended,NATO Confidential,Low,49.8,N/A
1298,Operation Steel Horizon 01298,Amphibious Exercise,Sweden,SWE,Northern Europe,Aegean Sea,Europe,Low,AIRCOM,2008,2024,16,Drawdown,25811,134,47,344,1.333,867.43,33606.99,25,Yes,Yes,Mission Accomplished,Active,NATO Secret,Low,84.7,Classified
1299,Operation Silver Lance 01299,Cyber Defense,Canada,CAN,North America,Kosovo,Europe,Medium,MARCOM,1985,1996,11,Planning,8567,156,4,201,2.346,9316.08,1087437.84,13,No,Yes,Mission Accomplished,Active,NATO Restricted,Low,23.8,Published
1300,Operation Adriatic Strike 01300,Cyber Defense,United States,USA,North America,Iraq,Middle East,High,LANDCOM,1966,1969,3,Deployment,68483,56,44,2451,3.579,10299.01,150387.83,6,Yes,No,Ongoing,Transitioned,NATO Restricted,Medium,91.4,Pending
1301,Operation Viking 01301,Counter-Terrorism,Canada,CAN,North America,Adriatic Sea,Europe,Low,MARCOM,2005,2009,4,Deployment,22899,7,10,148,0.646,11429.0,499104.76,9,Joint UN-NATO,Yes,Successful,On Hold,NATO Secret,Medium,36.2,Classified
1302,Operation Aurora Borealis 01302,Search and Rescue,Luxembourg,LUX,Western Europe,Barents Sea,Arctic,Medium,LANDCOM,1983,1992,9,Execution,36503,50,42,123,0.337,10915.57,299032.13,5,Joint UN-NATO,No,Successful,Suspended,NATO Confidential,Low,77.3,Published
1303,Operation Northern Guard 01303,Reconnaissance,Greece,GRC,Southern Europe,Horn of Africa,Africa,Medium,JFC Brunssum,1991,1996,5,Deployment,33311,146,44,627,1.882,7390.39,221860.35,3,Yes,Yes,Partially Successful,Suspended,NATO Restricted,Medium,57.3,Classified
1304,Operation Dynamic Front 01304,Maritime Security,France,FRA,Western Europe,Black Sea,Europe,Medium,JFC Brunssum,1955,1958,3,Drawdown,66287,193,24,1701,2.566,8548.37,128959.98,32,Joint UN-NATO,No,Suspended,Concluded,Unclassified,High,53.0,N/A
1305,Operation Unified Protector 01305,Training Exercise,Italy,ITA,Southern Europe,Libya,Africa,High,STRIKFORNATO,2019,2024,5,Transition,63787,42,31,251,0.393,3685.79,57782.78,7,Yes,Yes,Successful,On Hold,NATO Restricted,Medium,77.2,Pending
1306,Operation Rapid Falcon 01306,Air Policing,Italy,ITA,Southern Europe,Ukraine Border,Europe,High,MARCOM,1959,1971,12,Drawdown,60663,56,35,965,1.591,5471.58,90196.33,3,No,Yes,Transitioned to UN,Completed,NATO Restricted,Medium,33.6,N/A
1307,Operation Dynamic Front 01307,Peacekeeping,Hungary,HUN,Central Europe,Mali,Africa,Medium,LANDCOM,1993,2012,19,Completed,74020,200,24,2569,3.471,7112.57,96089.84,2,Yes,Yes,Completed,Planned,Unclassified,Minimal,75.3,Published
1308,Operation Hammer Force 01308,Humanitarian Aid,North Macedonia,MKD,Southern Europe,Afghanistan,Asia,High,AIRCOM,1980,1991,11,Execution,17787,45,8,106,0.596,5211.74,293008.38,32,Yes,Yes,Partially Successful,On Hold,Unclassified,Minimal,42.5,Pending
1309,Operation Iron Spear 01309,Training Exercise,Italy,ITA,Southern Europe,Baltic Sea,Europe,Low,AIRCOM,1984,1987,3,Transition,68141,179,50,446,0.655,1911.36,28050.07,5,No,Yes,Transitioned to UN,Active,NATO Confidential,Medium,91.6,Published
1310,Operation Anaconda 01310,Ballistic Missile Defense,Luxembourg,LUX,Western Europe,Iraq,Middle East,High,JFC Naples,2014,2024,10,Planning,68948,118,4,1555,2.255,5993.34,86925.51,17,Joint UN-NATO,Yes,Completed,Active,NATO Restricted,High,88.1,N/A
1311,Operation Blue Flag 01311,Special Operations,Portugal,PRT,Western Europe,Bosnia,Europe,Low,MARCOM,2010,2017,7,Transition,11378,38,35,197,1.731,7245.63,636810.51,15,Joint UN-NATO,Yes,Transitioned to UN,Transitioned,Unclassified,Low,59.1,Classified
1312,Operation Baltic Fortress 01312,Training Exercise,Albania,ALB,Southern Europe,Afghanistan,Asia,High,JFC Brunssum,1979,1993,14,Drawdown,56671,137,2,1915,3.379,9536.38,168276.19,32,Yes,Yes,Mission Accomplished,Concluded,NATO Secret,Medium,25.1,Pending
1313,Operation Hammer Force 01313,Maritime Security,North Macedonia,MKD,Southern Europe,Ukraine Border,Europe,High,LANDCOM,2009,2019,10,Completed,67821,86,34,1378,2.032,6152.59,90718.07,18,Yes,Yes,Suspended,Concluded,NATO Confidential,Low,36.6,N/A
1314,Operation Resolute Support 01314,Counter-Terrorism,Lithuania,LTU,Northern Europe,Baltic Sea,Europe,Low,JFC Naples,1962,1971,9,Planning,19315,157,42,607,3.143,2589.31,134056.95,20,Joint UN-NATO,No,Inconclusive,Planned,NATO Secret,Medium,83.2,Published
1315,Operation Dynamic Manta 01315,CBRN Response,Spain,ESP,Western Europe,Syria,Middle East,High,LANDCOM,1985,2002,17,Completed,70787,96,31,1851,2.615,8986.61,126952.83,3,Yes,Yes,Inconclusive,Suspended,NATO Restricted,High,57.0,N/A
1316,Operation Ocean Shield 01316,Reconnaissance,Montenegro,MNE,Southern Europe,Red Sea,Middle East,Medium,SHAPE Belgium,2023,2024,1,Planning,8001,57,33,38,0.475,11832.9,1478927.63,2,Yes,Yes,Ongoing,Suspended,NATO Confidential,Minimal,73.9,Classified
1317,Operation Southern Watch 01317,Cyber Defense,Sweden,SWE,Northern Europe,Western Balkans,Europe,Low,LANDCOM,1978,1997,19,Completed,44726,39,50,1200,2.683,6910.78,154513.71,24,No,Yes,Completed,Active,NATO Restricted,High,36.8,Classified
1318,Operation Polar Bear 01318,Combat,Lithuania,LTU,Northern Europe,Mali,Africa,Medium,MARCOM,1954,1956,2,Planning,41804,146,14,187,0.447,3920.42,93780.98,8,Yes,Yes,Completed,Transitioned,NATO Confidential,Medium,72.9,Published
1319,Operation Noble Jump 01319,Maritime Security,Canada,CAN,North America,Barents Sea,Arctic,Medium,JFC Naples,1975,1985,10,Transition,19645,85,44,173,0.881,6513.51,331560.7,20,Joint UN-NATO,Yes,Withdrawn,Active,NATO Restricted,Low,86.8,N/A
1320,Operation Thunder Wolf 01320,Peacekeeping,Montenegro,MNE,Southern Europe,Persian Gulf,Middle East,Medium,MARCOM,2019,2024,5,Drawdown,53710,193,23,1203,2.24,9530.14,177436.98,26,Joint UN-NATO,Yes,Completed,Active,NATO Secret,Low,40.1,Classified
1321,Operation Sea Guardian 01321,Disaster Relief,Netherlands,NLD,Western Europe,Aegean Sea,Europe,Low,ACO Mons,1980,1990,10,Deployment,61453,75,40,2422,3.941,5757.35,93687.05,15,No,Yes,Completed,Active,NATO Secret,High,40.0,Classified
1322,Operation Steadfast Jazz 01322,Combat,Spain,ESP,Western Europe,Barents Sea,Arctic,Medium,STRIKFORNATO,1964,1967,3,Deployment,20194,184,0,123,0.609,11538.05,571360.31,16,No,No,Suspended,Completed,NATO Confidential,Medium,33.6,N/A
1323,Operation Unified Protector 01323,Intelligence Gathering,Sweden,SWE,Northern Europe,Iraq,Middle East,High,LANDCOM,1988,2007,19,Drawdown,5788,140,10,157,2.713,10017.25,1730692.81,16,Joint UN-NATO,Yes,Mission Accomplished,Planned,Unclassified,Minimal,40.7,Published
1324,Operation Ramstein Guard 01324,CBRN Response,Italy,ITA,Southern Europe,Mediterranean Sea,Europe,Low,STRIKFORNATO,2008,2019,11,Deployment,9578,121,31,343,3.581,5524.0,576738.36,27,No,Yes,Successful,Planned,Unclassified,Minimal,44.4,N/A
1325,Operation Red Arrow 01325,Amphibious Exercise,Croatia,HRV,Southern Europe,Libya,Africa,High,ACO Mons,2022,2024,2,Planning,62567,116,21,1064,1.701,7982.05,127576.04,29,No,Yes,Mission Accomplished,Transitioned,NATO Secret,High,51.0,N/A
1326,Operation Loyal Leda 01326,Reconnaissance,Czech Republic,CZE,Central Europe,Syria,Middle East,High,JFC Brunssum,1992,2002,10,Drawdown,7868,141,39,126,1.601,9501.43,1207604.22,6,Yes,No,Mission Accomplished,Suspended,NATO Restricted,Minimal,87.9,N/A
1327,Operation Red Arrow 01327,Peacekeeping,Netherlands,NLD,Western Europe,Bosnia,Europe,Low,LANDCOM,2001,2005,4,Execution,37786,18,7,750,1.985,3803.58,100661.09,13,No,No,Inconclusive,Active,NATO Restricted,High,89.8,N/A
1328,Operation Baltic Fortress 01328,Reconnaissance,Slovenia,SVN,Southern Europe,Barents Sea,Arctic,Medium,ACO Mons,1988,2001,13,Planning,18158,112,11,722,3.976,7279.23,400882.81,14,Joint UN-NATO,No,Suspended,Suspended,NATO Confidential,Medium,72.9,Pending
1329,Operation Steadfast Defender 01329,Air Policing,Netherlands,NLD,Western Europe,Aegean Sea,Europe,Low,ACO Mons,2010,2024,14,Transition,1664,182,27,64,3.846,10700.01,6430294.47,25,Joint UN-NATO,No,Partially Successful,Concluded,NATO Secret,High,73.5,N/A
1330,Operation Resolute Support 01330,Special Operations,France,FRA,Western Europe,Sahel Region,Africa,High,ACO Mons,2020,2024,4,Execution,39679,63,45,1140,2.873,353.96,8920.59,26,Joint UN-NATO,Yes,Inconclusive,Concluded,NATO Restricted,Minimal,76.5,N/A
1331,Operation Mountain Shield 01331,Search and Rescue,Canada,CAN,North America,Eastern Europe,Europe,Medium,JFC Brunssum,2022,2024,2,Planning,57135,117,29,1865,3.264,4586.27,80270.76,5,Joint UN-NATO,Yes,Ongoing,Active,Unclassified,Medium,63.5,Classified
1332,Operation Southern Watch 01332,Peacekeeping,Luxembourg,LUX,Western Europe,Libya,Africa,High,SHAPE Belgium,1989,1991,2,Planning,10233,76,19,389,3.801,5192.54,507430.86,11,Joint UN-NATO,Yes,Completed,Concluded,NATO Restricted,Medium,41.8,Classified
1333,Operation Adriatic Strike 01333,Counter-Terrorism,Netherlands,NLD,Western Europe,Lebanon,Middle East,Medium,SHAPE Belgium,1977,1979,2,Execution,46200,175,42,819,1.773,10701.42,231632.47,15,Joint UN-NATO,Yes,Inconclusive,Active,NATO Restricted,High,22.1,N/A
1334,Operation Loyal Leda 01334,Cyber Defense,Montenegro,MNE,Southern Europe,Red Sea,Middle East,Medium,AIRCOM,1999,2006,7,Planning,43368,44,9,689,1.589,4098.57,94506.78,10,Joint UN-NATO,Yes,Mission Accomplished,On Hold,NATO Confidential,Minimal,70.6,Published
1335,Operation Baltic Eagle 01335,Training Exercise,Albania,ALB,Southern Europe,Western Balkans,Europe,Low,SHAPE Belgium,2013,2015,2,Execution,36777,76,37,936,2.545,7198.72,195739.73,31,Yes,No,Inconclusive,Suspended,NATO Restricted,Low,56.5,Published
1336,Operation Steadfast Jazz 01336,Combat,Greece,GRC,Southern Europe,Caucasus Region,Asia,High,JFC Naples,2008,2014,6,Execution,42919,31,41,1652,3.849,9002.66,209759.31,30,Yes,No,Inconclusive,Transitioned,NATO Confidential,High,75.2,N/A
1337,Operation Steel Horizon 01337,Amphibious Exercise,Denmark,DNK,Northern Europe,Baltic Sea,Europe,Low,LANDCOM,1978,1984,6,Execution,70547,35,36,1391,1.972,1062.38,15059.18,13,Joint UN-NATO,Yes,Inconclusive,Concluded,NATO Secret,Minimal,53.7,Published
1338,Operation Steadfast Jazz 01338,Maritime Security,Romania,ROU,Eastern Europe,Baltic Sea,Europe,Low,LANDCOM,2020,2024,4,Planning,72432,200,3,2864,3.954,5357.03,73959.44,25,No,No,Mission Accomplished,Active,Unclassified,Low,85.0,Classified
1339,Operation Brilliant Jump 01339,Training Exercise,United States,USA,North America,Sahel Region,Africa,High,LANDCOM,2008,2020,12,Drawdown,4481,158,9,138,3.08,4632.59,1033829.5,28,Joint UN-NATO,No,Inconclusive,Suspended,NATO Restricted,High,27.8,Pending
1340,Operation Blue Flag 01340,Combat,Romania,ROU,Eastern Europe,Adriatic Sea,Europe,Low,LANDCOM,1949,1958,9,Planning,32231,144,20,817,2.535,4992.15,154886.6,21,No,Yes,Partially Successful,Transitioned,NATO Confidential,Medium,43.5,Pending
1341,Operation Unified Protector 01341,Air Policing,Slovakia,SVK,Central Europe,Libya,Africa,High,AIRCOM,1981,1987,6,Completed,16071,196,19,631,3.926,9995.83,621979.34,9,Joint UN-NATO,Yes,Successful,Planned,NATO Secret,Low,69.4,N/A
1342,Operation Baltic Fortress 01342,Amphibious Exercise,Slovenia,SVN,Southern Europe,Eastern Europe,Europe,Medium,JFC Brunssum,1979,1997,18,Drawdown,11217,122,45,85,0.758,3399.02,303023.98,12,Joint UN-NATO,Yes,Withdrawn,Transitioned,NATO Restricted,Minimal,76.8,Published
1343,Operation Vigilant Skies 01343,Combat,Croatia,HRV,Southern Europe,Ukraine Border,Europe,High,ACO Mons,1985,1987,2,Planning,27872,89,28,671,2.407,983.2,35275.55,23,Yes,No,Withdrawn,Concluded,NATO Confidential,Medium,40.1,Classified
1344,Operation Adriatic Strike 01344,Search and Rescue,Czech Republic,CZE,Central Europe,Baltic Sea,Europe,Low,ACO Mons,1959,1969,10,Execution,48639,80,14,34,0.07,11716.88,240894.76,11,Joint UN-NATO,No,Transitioned to UN,Transitioned,NATO Restricted,Low,20.9,Classified
1345,Operation Hammer Force 01345,Disaster Relief,Spain,ESP,Western Europe,Adriatic Sea,Europe,Low,MARCOM,1982,1996,14,Completed,69225,3,44,1172,1.693,6251.17,90302.2,27,Yes,Yes,Inconclusive,Active,NATO Confidential,Minimal,41.1,Classified
1346,Operation Trident Juncture 01346,Air Policing,Germany,DEU,Western Europe,Mali,Africa,Medium,JFC Naples,2013,2019,6,Execution,41119,84,5,1220,2.967,7486.27,182063.52,22,Joint UN-NATO,Yes,Transitioned to UN,Transitioned,NATO Confidential,High,21.0,Published
