Record_ID,Country,ISO_Code,Join_Year,Founding_Member,Nuclear_Sharing,Region,Capital,Equipment_Type,Equipment_Category,Domain,Notable_Models,Units_Count,Operational_Status,Condition,Year_Acquired,Equipment_Age_Years,Unit_Cost_M_USD,Total_Value_M_USD,Country_of_Origin,NATO_Standardized,Interoperable,Last_Maintenance_Year,Next_Upgrade_Due,Combat_Ready_Pct
1296,France,FRA,1949,Yes,Yes,Western Europe,Paris,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,380,Reserve,Fair,2003,21,342.84,130279.2,Multi-National,No,Yes,2023,2030,85.9
1297,France,FRA,1949,Yes,Yes,Western Europe,Paris,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,1496,Operational,Excellent,2019,5,196.04,293275.84,USA,No,Yes,2020,2024,65.5
1298,France,FRA,1949,Yes,Yes,Western Europe,Paris,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,51,Decommissioning,Needs Repair,2016,8,11.52,587.52,Turkey,Yes,No,2021,2035,60.8
1299,France,FRA,1949,Yes,Yes,Western Europe,Paris,Strategic Transport Aircraft,Air Force,Air,C-17 / A400M / C-130,1353,Upgrading,Good,1957,67,347.03,469531.59,Turkey,Partial,No,1963,2026,95.2
1300,France,FRA,1949,Yes,Yes,Western Europe,Paris,Strategic Transport Aircraft,Air Force,Air,C-17 / A400M / C-130,1183,Operational,Fair,1962,62,309.8,366493.4,Israel,Yes,No,1972,2025,64.7
1301,France,FRA,1949,Yes,Yes,Western Europe,Paris,Strategic Transport Aircraft,Air Force,Air,C-17 / A400M / C-130,1817,Operational,Good,2000,24,178.17,323734.89,Germany,Yes,No,2016,2028,44.3
1302,France,FRA,1949,Yes,Yes,Western Europe,Paris,Strategic Transport Aircraft,Air Force,Air,C-17 / A400M / C-130,1632,Reserve,Fair,1950,74,79.26,129352.32,Turkey,No,Yes,2008,2033,51.7
1303,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Submarine (SSK),Naval,Sea,Type 212 / Gotland,301,On Order,End-of-Life,1976,48,282.91,85155.91,Germany,Partial,No,1990,2026,87.9
1304,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Submarine (SSK),Naval,Sea,Type 212 / Gotland,82,Decommissioning,End-of-Life,2015,9,307.49,25214.18,France,Yes,Yes,2022,2027,82.9
1305,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Submarine (SSK),Naval,Sea,Type 212 / Gotland,725,In Maintenance,Good,1992,32,245.37,177893.25,Domestic,No,Yes,1992,2025,77.0
1306,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Submarine (SSK),Naval,Sea,Type 212 / Gotland,1732,In Maintenance,End-of-Life,1957,67,247.91,429380.12,Turkey,No,Yes,2012,2034,82.9
1307,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Cyber Defense Unit,Cyber,Digital,CCDCOE / NATO Cyber Centre,1257,In Maintenance,Needs Repair,2010,14,343.03,431188.71,Italy,Yes,Yes,2019,2035,83.8
1308,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Cyber Defense Unit,Cyber,Digital,CCDCOE / NATO Cyber Centre,725,On Order,Excellent,1997,27,41.57,30138.25,Domestic,No,Yes,1998,2032,46.9
1309,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Cyber Defense Unit,Cyber,Digital,CCDCOE / NATO Cyber Centre,623,On Order,Good,2023,1,345.98,215545.54,Germany,No,Yes,2023,2035,42.9
1310,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Transport Helicopter,Aviation,Air,CH-47 Chinook / NH90,858,In Maintenance,Good,1956,68,448.22,384572.76,France,No,Yes,1975,2035,79.2
1311,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Transport Helicopter,Aviation,Air,CH-47 Chinook / NH90,474,In Maintenance,Fair,1955,69,317.57,150528.18,Germany,Partial,No,1980,2031,59.8
1312,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Patrol Aircraft,Air Force,Air,P-8 Poseidon / Atlantic,1178,Decommissioning,Good,1969,55,441.28,519827.84,Multi-National,Yes,Yes,2024,2030,82.5
1313,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Patrol Aircraft,Air Force,Air,P-8 Poseidon / Atlantic,454,Upgrading,End-of-Life,1970,54,190.2,86350.8,Israel,Partial,No,2016,2034,58.3
1314,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Armored Reconnaissance Vehicle,Armored,Land,Fennek / Fuchs,424,Reserve,Fair,1955,69,114.78,48666.72,USA,Yes,No,1967,2030,63.4
1315,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Armored Reconnaissance Vehicle,Armored,Land,Fennek / Fuchs,1190,On Order,End-of-Life,2014,10,2.43,2891.7,UK,No,No,2022,2024,46.0
1316,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Logistics Support Vessel,Naval,Sea,Supply / Berlin-class,1345,Reserve,Good,1967,57,220.67,296801.15,Israel,Partial,Yes,2000,2024,75.1
1317,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Logistics Support Vessel,Naval,Sea,Supply / Berlin-class,607,Operational,Fair,1967,57,54.0,32778.0,Domestic,Partial,No,2006,2033,98.6
1318,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Logistics Support Vessel,Naval,Sea,Supply / Berlin-class,853,In Maintenance,Excellent,1967,57,329.0,280637.0,Italy,Yes,No,1990,2026,81.8
1319,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Logistics Support Vessel,Naval,Sea,Supply / Berlin-class,1428,Decommissioning,Excellent,1975,49,60.36,86194.08,Italy,Partial,Yes,2004,2034,66.7
1320,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Field Hospital,Medical,Support,Role 2 / Role 3 Hospital,483,On Order,Excellent,1999,25,414.59,200246.97,UK,No,No,2004,2029,84.7
1321,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Field Hospital,Medical,Support,Role 2 / Role 3 Hospital,1387,Operational,Excellent,1980,44,268.32,372159.84,USA,Yes,No,1990,2029,59.1
1322,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Field Hospital,Medical,Support,Role 2 / Role 3 Hospital,1406,Upgrading,Needs Repair,2010,14,375.75,528304.5,Multi-National,Partial,Yes,2016,2024,53.2
1323,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Anti-Tank Missile System,Anti-Armor,Land,Javelin / SPIKE / Milan,567,In Maintenance,Excellent,2023,1,264.61,150033.87,UK,No,Yes,2024,2025,90.1
1324,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Anti-Tank Missile System,Anti-Armor,Land,Javelin / SPIKE / Milan,886,Reserve,Good,1963,61,359.77,318756.22,Germany,Partial,Yes,1986,2035,59.7
1325,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Anti-Tank Missile System,Anti-Armor,Land,Javelin / SPIKE / Milan,1419,Reserve,End-of-Life,1992,32,297.51,422166.69,Germany,Yes,No,2014,2033,64.4
1326,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Ground Attack Aircraft,Air Force,Air,A-10 / Tornado IDS,913,Operational,Excellent,2018,6,270.01,246519.13,France,No,Yes,2018,2035,58.3
1327,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Ground Attack Aircraft,Air Force,Air,A-10 / Tornado IDS,680,In Maintenance,Needs Repair,2014,10,185.55,126174.0,UK,No,Yes,2015,2030,40.0
1328,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Ground Attack Aircraft,Air Force,Air,A-10 / Tornado IDS,1169,Decommissioning,Needs Repair,2000,24,435.61,509228.09,Domestic,Yes,No,2021,2026,50.9
1329,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Destroyer,Naval,Sea,Arleigh Burke / Type 45,414,Decommissioning,Needs Repair,2003,21,319.34,132206.76,Domestic,Yes,Yes,2011,2031,65.9
1330,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Destroyer,Naval,Sea,Arleigh Burke / Type 45,1534,Decommissioning,End-of-Life,1964,60,58.89,90337.26,Multi-National,Partial,Yes,1964,2034,99.2
1331,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Strategic Bomber,Air Force,Air,B-52 / B-2 Spirit,577,On Order,Excellent,2004,20,406.18,234365.86,France,Partial,No,2022,2033,47.6
1332,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Strategic Bomber,Air Force,Air,B-52 / B-2 Spirit,217,Operational,Good,1997,27,313.32,67990.44,France,Partial,No,2020,2032,92.8
1333,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Strategic Bomber,Air Force,Air,B-52 / B-2 Spirit,1387,In Maintenance,End-of-Life,2000,24,397.19,550902.53,Italy,Partial,No,2016,2034,46.3
1334,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Self-Propelled Howitzer,Artillery,Land,PzH 2000 / K9 Thunder / Caesar,1591,Upgrading,Needs Repair,1985,39,436.13,693882.83,France,Yes,Yes,1985,2031,54.2
1335,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Self-Propelled Howitzer,Artillery,Land,PzH 2000 / K9 Thunder / Caesar,1204,Decommissioning,Fair,1991,33,277.16,333700.64,UK,No,No,2007,2028,56.6
1336,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Self-Propelled Howitzer,Artillery,Land,PzH 2000 / K9 Thunder / Caesar,1742,Decommissioning,Good,1960,64,203.63,354723.46,Israel,Yes,No,2003,2028,79.2
1337,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Ammunition Supply Vehicle,Logistics,Support,PLS / DROPS,1576,Decommissioning,Excellent,2012,12,373.74,589014.24,Israel,Yes,No,2015,2029,74.7
1338,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Ammunition Supply Vehicle,Logistics,Support,PLS / DROPS,1885,Decommissioning,End-of-Life,2020,4,94.58,178283.3,Italy,Partial,Yes,2023,2033,82.2
1339,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Ammunition Supply Vehicle,Logistics,Support,PLS / DROPS,1174,Reserve,Needs Repair,2009,15,164.06,192606.44,Multi-National,Yes,No,2019,2030,79.9
1340,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Anti-Drone System,Air Defense,Land,DroneShield / AUDS / Skyfend,149,Reserve,Good,2003,21,214.89,32018.61,UK,Partial,Yes,2018,2035,52.6
1341,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Anti-Drone System,Air Defense,Land,DroneShield / AUDS / Skyfend,908,Upgrading,Needs Repair,1967,57,362.96,329567.68,Israel,Yes,Yes,1987,2034,41.5
1342,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Anti-Drone System,Air Defense,Land,DroneShield / AUDS / Skyfend,1284,Decommissioning,Good,1955,69,221.62,284560.08,Israel,Partial,Yes,1974,2027,51.8
1343,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Anti-Drone System,Air Defense,Land,DroneShield / AUDS / Skyfend,1459,Operational,Good,2019,5,145.04,211613.36,France,No,No,2020,2032,59.9
1344,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Submarine (SSN),Naval,Sea,Virginia-class / Astute-class,1493,In Maintenance,Needs Repair,1978,46,101.28,151211.04,Italy,Yes,Yes,2007,2027,58.8
1345,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Submarine (SSN),Naval,Sea,Virginia-class / Astute-class,1376,Reserve,End-of-Life,1997,27,364.08,500974.08,Turkey,Yes,No,2016,2035,43.2
1346,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Anti-Aircraft Gun,Air Defense,Land,Oerlikon 35mm / ZU-23,1985,Upgrading,Needs Repair,1971,53,110.93,220196.05,USA,No,No,2021,2033,59.8
1347,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Anti-Aircraft Gun,Air Defense,Land,Oerlikon 35mm / ZU-23,70,Reserve,Fair,1986,38,319.81,22386.7,Italy,Partial,No,1988,2026,42.2
1348,Germany,DEU,1955,No,Yes,Western Europe,Berlin,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,234,In Maintenance,Needs Repair,2015,9,113.54,26568.36,UK,No,No,2024,2028,87.9
1349,Germany,DEU,1955,No,Yes,Western Europe,Berlin,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,1638,In Maintenance,Excellent,2005,19,50.47,82669.86,Multi-National,Partial,Yes,2024,2025,97.3
1350,Germany,DEU,1955,No,Yes,Western Europe,Berlin,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,304,Operational,Needs Repair,2016,8,304.81,92662.24,Italy,Yes,No,2022,2025,94.3
1351,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Frigate,Naval,Sea,FREMM / Type 23 / FREMM,1782,Decommissioning,Good,1974,50,407.91,726895.62,Domestic,No,No,1992,2028,65.1
1352,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Frigate,Naval,Sea,FREMM / Type 23 / FREMM,1425,Operational,Fair,2000,24,112.13,159785.25,Italy,No,No,2010,2033,59.9
1353,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Main Battle Tank,Armored,Land,M1 Abrams / Leopard 2 / Challenger 3,1987,Reserve,Needs Repair,2007,17,95.9,190553.3,Domestic,No,No,2022,2032,76.3
1354,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Main Battle Tank,Armored,Land,M1 Abrams / Leopard 2 / Challenger 3,1378,In Maintenance,Good,1994,30,415.36,572366.08,Germany,No,No,2021,2027,74.5
1355,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Towed Howitzer,Artillery,Land,M777 / FH70 / D-30,128,Upgrading,Excellent,1988,36,305.43,39095.04,Domestic,Partial,Yes,2003,2030,73.9
1356,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Towed Howitzer,Artillery,Land,M777 / FH70 / D-30,1478,Upgrading,End-of-Life,1973,51,426.64,630573.92,Domestic,Yes,Yes,1982,2024,73.8
1357,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Towed Howitzer,Artillery,Land,M777 / FH70 / D-30,769,Upgrading,Excellent,1998,26,304.6,234237.4,Turkey,Partial,Yes,2011,2034,96.2
1358,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Towed Howitzer,Artillery,Land,M777 / FH70 / D-30,948,Operational,Fair,1958,66,413.0,391524.0,USA,Yes,Yes,1965,2027,75.0
1359,Germany,DEU,1955,No,Yes,Western Europe,Berlin,NBC Detection Vehicle,CBRN,Land,Fox / TPz Fuchs,519,Upgrading,Needs Repair,1994,30,275.41,142937.79,Turkey,Yes,Yes,2006,2026,83.6
1360,Germany,DEU,1955,No,Yes,Western Europe,Berlin,NBC Detection Vehicle,CBRN,Land,Fox / TPz Fuchs,1130,On Order,Good,1979,45,308.8,348944.0,USA,Partial,Yes,2015,2030,86.9
1361,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Bridge Layer,Engineering,Land,AVLB / Biber,302,Reserve,Good,1969,55,1.6,483.2,Domestic,No,Yes,1979,2026,95.1
1362,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Bridge Layer,Engineering,Land,AVLB / Biber,88,In Maintenance,Good,1962,62,404.02,35553.76,Multi-National,Yes,No,1990,2035,56.8
1363,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Bridge Layer,Engineering,Land,AVLB / Biber,931,Decommissioning,End-of-Life,1961,63,142.34,132518.54,Italy,No,No,1982,2032,95.9
1364,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Bridge Layer,Engineering,Land,AVLB / Biber,129,In Maintenance,End-of-Life,2006,18,87.49,11286.21,Domestic,Yes,Yes,2019,2033,73.1
1365,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Mine Countermeasure Vessel,Naval,Sea,Hunt-class / Alkmaar,531,Reserve,End-of-Life,2008,16,316.81,168226.11,Italy,Yes,No,2023,2030,40.8
1366,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Mine Countermeasure Vessel,Naval,Sea,Hunt-class / Alkmaar,1164,Operational,Needs Repair,2008,16,368.4,428817.6,UK,No,Yes,2016,2029,50.6
1367,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Mine Countermeasure Vessel,Naval,Sea,Hunt-class / Alkmaar,946,Upgrading,Fair,1982,42,204.15,193125.9,Turkey,No,No,1982,2031,40.2
1368,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Logistics Truck (Heavy),Logistics,Support,HEMTT / MAN HX,1433,Upgrading,Needs Repair,1989,35,187.75,269045.75,Turkey,Yes,No,1994,2026,94.2
1369,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Logistics Truck (Heavy),Logistics,Support,HEMTT / MAN HX,1054,In Maintenance,End-of-Life,2019,5,273.2,287952.8,UK,Yes,No,2023,2024,87.7
1370,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Logistics Truck (Heavy),Logistics,Support,HEMTT / MAN HX,281,In Maintenance,Needs Repair,2020,4,358.59,100763.79,USA,Partial,No,2022,2025,66.2
1371,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Logistics Truck (Heavy),Logistics,Support,HEMTT / MAN HX,4,Upgrading,Excellent,1998,26,88.55,354.2,Multi-National,No,Yes,2008,2030,83.6
1372,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Medium-Range SAM,Air Defense,Land,Patriot / NASAMS / SAMP/T,1113,In Maintenance,Excellent,2020,4,5.25,5843.25,Israel,No,No,2023,2033,90.2
1373,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Medium-Range SAM,Air Defense,Land,Patriot / NASAMS / SAMP/T,1304,Decommissioning,End-of-Life,1963,61,65.38,85255.52,France,Yes,Yes,2011,2028,48.0
1374,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Medium-Range SAM,Air Defense,Land,Patriot / NASAMS / SAMP/T,1404,Reserve,Fair,2001,23,107.58,151042.32,USA,No,Yes,2003,2033,76.2
1375,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Long-Range SAM,Air Defense,Land,Patriot PAC-3 / S-400,1141,Decommissioning,Needs Repair,1988,36,250.5,285820.5,Domestic,Partial,Yes,2018,2024,81.5
1376,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Long-Range SAM,Air Defense,Land,Patriot PAC-3 / S-400,1598,Operational,Fair,2006,18,218.91,349818.18,Germany,Yes,No,2020,2034,46.2
1377,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Long-Range SAM,Air Defense,Land,Patriot PAC-3 / S-400,1945,Reserve,Excellent,1962,62,212.35,413020.75,UK,Yes,Yes,1989,2032,74.7
1378,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Long-Range SAM,Air Defense,Land,Patriot PAC-3 / S-400,1501,Upgrading,Good,2011,13,268.9,403618.9,UK,No,Yes,2021,2024,59.6
1379,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Sniper Rifle System,Small Arms,Land,Barrett M82 / Accuracy Int.,189,Decommissioning,Excellent,1959,65,416.9,78794.1,Domestic,Partial,No,1965,2025,69.7
1380,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Sniper Rifle System,Small Arms,Land,Barrett M82 / Accuracy Int.,1511,In Maintenance,Excellent,2001,23,13.12,19824.32,Italy,Yes,Yes,2012,2034,57.3
1381,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Fighter Jet,Air Force,Air,F-16 / Gripen / Typhoon,336,Decommissioning,Good,1984,40,316.65,106394.4,Domestic,Yes,Yes,1995,2033,94.0
1382,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Fighter Jet,Air Force,Air,F-16 / Gripen / Typhoon,965,Decommissioning,Needs Repair,2001,23,407.06,392812.9,UK,Partial,No,2022,2035,79.2
1383,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Fighter Jet,Air Force,Air,F-16 / Gripen / Typhoon,1763,Decommissioning,Needs Repair,1997,27,288.18,508061.34,Italy,Partial,No,2020,2028,55.2
1384,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Aircraft Carrier,Naval,Sea,Gerald R. Ford / Queen Elizabeth,711,On Order,End-of-Life,1974,50,172.92,122946.12,UK,Partial,Yes,1977,2028,45.0
1385,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Aircraft Carrier,Naval,Sea,Gerald R. Ford / Queen Elizabeth,584,On Order,Good,1969,55,157.48,91968.32,Turkey,No,Yes,2019,2034,91.0
1386,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Armored Personnel Carrier,Armored,Land,M113 / Boxer / BTR-80,1846,Decommissioning,Good,1979,45,107.64,198703.44,Turkey,No,No,2015,2034,76.4
1387,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Armored Personnel Carrier,Armored,Land,M113 / Boxer / BTR-80,778,On Order,Needs Repair,2023,1,52.29,40681.62,Domestic,Partial,No,2024,2031,85.9
1388,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Tanker Aircraft,Air Force,Air,KC-135 / A330 MRTT,618,Decommissioning,Fair,1960,64,360.07,222523.26,Israel,Partial,Yes,1995,2028,75.2
1389,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Tanker Aircraft,Air Force,Air,KC-135 / A330 MRTT,73,Reserve,End-of-Life,2020,4,26.71,1949.83,Israel,Yes,No,2020,2034,61.3
1390,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Tanker Aircraft,Air Force,Air,KC-135 / A330 MRTT,525,Decommissioning,End-of-Life,1988,36,149.15,78303.75,Multi-National,No,Yes,1999,2028,62.4
1391,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Electronic Warfare System,Electronics,Land,JAMMER / Krasukha,651,On Order,End-of-Life,1973,51,438.32,285346.32,USA,Yes,Yes,1978,2035,97.7
1392,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Electronic Warfare System,Electronics,Land,JAMMER / Krasukha,1867,On Order,Excellent,2021,3,167.69,313077.23,Multi-National,No,No,2024,2032,76.5
1393,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Patrol Vessel,Naval,Sea,OPV / Fast Attack Craft,1490,In Maintenance,Excellent,1996,28,268.61,400228.9,France,No,No,1999,2032,79.9
1394,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Patrol Vessel,Naval,Sea,OPV / Fast Attack Craft,109,In Maintenance,Fair,2013,11,325.58,35488.22,Multi-National,Yes,Yes,2015,2026,79.3
1395,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Patrol Vessel,Naval,Sea,OPV / Fast Attack Craft,859,Decommissioning,Needs Repair,1988,36,70.11,60224.49,Germany,Yes,No,2009,2028,72.7
1396,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Patrol Vessel,Naval,Sea,OPV / Fast Attack Craft,337,Upgrading,End-of-Life,2021,3,391.45,131918.65,USA,Partial,Yes,2021,2028,68.2
1397,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Combat Engineer Vehicle,Engineering,Land,M9 ACE / Leopard 2 AEV,525,Reserve,Needs Repair,2024,0,126.38,66349.5,Domestic,No,Yes,2024,2031,97.4
1398,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Combat Engineer Vehicle,Engineering,Land,M9 ACE / Leopard 2 AEV,988,In Maintenance,Excellent,1987,37,307.15,303464.2,UK,No,Yes,2016,2026,69.9
1399,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Combat Engineer Vehicle,Engineering,Land,M9 ACE / Leopard 2 AEV,1098,Reserve,Good,1961,63,364.0,399672.0,Germany,No,No,2015,2033,95.1
1400,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Combat Engineer Vehicle,Engineering,Land,M9 ACE / Leopard 2 AEV,1063,Decommissioning,End-of-Life,2013,11,265.56,282290.28,Turkey,No,No,2017,2028,59.7
1401,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Air Superiority Fighter,Air Force,Air,F-22 / Typhoon,1811,Operational,Good,2012,12,341.44,618347.84,UK,Yes,Yes,2021,2026,83.3
1402,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Air Superiority Fighter,Air Force,Air,F-22 / Typhoon,1192,Operational,Fair,1982,42,187.47,223464.24,Israel,Yes,No,2003,2034,99.4
1403,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Air Superiority Fighter,Air Force,Air,F-22 / Typhoon,1432,In Maintenance,End-of-Life,1981,43,113.4,162388.8,Domestic,Yes,Yes,1998,2032,57.2
1404,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Attack Helicopter,Aviation,Air,AH-64 Apache / Tiger / NH90,982,On Order,Fair,1986,38,190.16,186737.12,Israel,Yes,Yes,2009,2030,73.2
1405,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Attack Helicopter,Aviation,Air,AH-64 Apache / Tiger / NH90,825,On Order,Good,1972,52,317.51,261945.75,Domestic,No,Yes,2014,2030,60.1
1406,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Attack Helicopter,Aviation,Air,AH-64 Apache / Tiger / NH90,518,Reserve,Good,2021,3,14.1,7303.8,USA,No,Yes,2022,2035,47.8
1407,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Corvette,Naval,Sea,Skjold / Visby / Burak,1893,Operational,Good,1993,31,108.95,206242.35,Turkey,Partial,Yes,2024,2025,72.2
1408,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Corvette,Naval,Sea,Skjold / Visby / Burak,1303,Upgrading,Fair,1975,49,128.28,167148.84,Israel,Yes,Yes,1981,2026,77.5
1409,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Corvette,Naval,Sea,Skjold / Visby / Burak,431,Upgrading,End-of-Life,2024,0,314.49,135545.19,Germany,Partial,No,2024,2030,64.9
1410,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Corvette,Naval,Sea,Skjold / Visby / Burak,655,Decommissioning,Fair,1993,31,156.35,102409.25,Multi-National,No,No,2007,2029,65.9
1411,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Ballistic Missile Defense,Strategic,Land,THAAD / Aegis Ashore,1708,Operational,Good,1992,32,36.42,62205.36,Multi-National,Partial,Yes,2013,2026,44.6
1412,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Ballistic Missile Defense,Strategic,Land,THAAD / Aegis Ashore,352,Upgrading,Needs Repair,2021,3,317.35,111707.2,Domestic,No,No,2024,2033,95.2
1413,Germany,DEU,1955,No,Yes,Western Europe,Berlin,Ballistic Missile Defense,Strategic,Land,THAAD / Aegis Ashore,1242,In Maintenance,End-of-Life,2022,2,342.65,425571.3,Multi-National,Yes,No,2023,2024,59.7
